Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
2022-12-04,1257717,719,17400,6783,3369,6482,766,10,2,3,3,2
2022-12-05,1258912,1195,17409,6783,3370,6490,766,9,0,1,8,0
2022-12-06,1260260,1348,17421,6783,3370,6502,766,12,0,0,12,0
2022-12-07,1261487,1227,17435,6787,3373,6509,766,14,4,3,7,0
2022-12-08,1262588,1101,17450,6791,3374,6519,766,15,4,1,10,0
2022-12-09,1263553,965,17462,6791,3377,6527,767,12,0,3,8,1
2022-12-10,1264374,821,17472,6792,3377,6536,767,10,1,0,9,0
2022-12-11,1265139,765,17480,6793,3378,6542,767,8,1,1,6,0
2022-12-12,1266305,1166,17494,6796,3382,6549,767,14,3,4,7,0
2022-12-13,1267618,1313,17507,6799,3383,6558,767,13,3,1,9,0
2022-12-14,1268980,1362,17523,6802,3386,6568,767,16,3,3,10,0
2022-12-15,1270199,1219,17530,6803,3387,6573,767,7,1,1,5,0
2022-12-16,1271259,1060,17538,6803,3388,6579,768,8,0,1,6,1
2022-12-17,1272121,862,17545,6804,3388,6585,768,7,1,0,6,0
2022-12-18,1273001,880,17555,6805,3390,6592,768,10,1,2,7,0
2022-12-19,1274287,1286,17565,6806,3390,6601,768,10,1,0,9,0
2022-12-20,1275745,1458,17577,6808,3393,6607,769,12,2,3,6,1
2022-12-21,1276961,1216,17586,6809,3395,6613,769,9,1,2,6,0
2022-12-22,1277952,991,17596,6811,3397,6619,769,10,2,2,6,0
2022-12-23,1278717,765,17610,6813,3398,6630,769,14,2,1,11,0
2022-12-24,1279229,512,17629,6819,3403,6638,769,19,6,5,8,0
2022-12-25,1279699,470,17637,6820,3403,6645,769,8,1,0,7,0
2022-12-26,1280467,768,17644,6821,3405,6649,769,7,1,2,4,0
2022-12-27,1281437,970,17653,6822,3405,6657,769,9,1,0,8,0
2022-12-28,1282578,1141,17659,6823,3405,6662,769,6,1,0,5,0
2022-12-29,1283782,1204,17672,6827,3406,6670,769,13,4,1,8,0
2022-12-30,1284600,818,17682,6830,3407,6675,770,10,3,1,5,1
2022-12-31,1285210,610,17696,6831,3409,6686,770,14,1,2,11,0
2023-01-01,1285662,452,17699,6831,3409,6689,770,3,0,0,3,0
2023-01-02,1286455,793,17703,6832,3409,6691,771,4,1,0,2,1
2023-01-03,1287384,929,17709,6833,3410,6695,771,6,1,1,4,0
2023-01-04,1288481,1097,17715,6834,3411,6699,771,6,1,1,4,0
2023-01-05,1289365,884,17728,6836,3412,6708,772,13,2,1,9,1
2023-01-06,1290135,770,17743,6837,3414,6720,772,15,1,2,12,0
2023-01-07,1290685,550,17754,6838,3417,6727,772,11,1,3,7,0
2023-01-08,1291269,584,17767,6840,3419,6736,772,13,2,2,9,0
2023-01-09,1292060,791,17772,6840,3420,6740,772,5,0,1,4,0
2023-01-10,1292767,707,17779,6841,3423,6743,772,7,1,3,3,0
2023-01-11,1293509,742,17786,6842,3424,6748,772,7,1,1,5,0
2023-01-12,1294142,633,17792,6843,3425,6752,772,6,1,1,4,0
2023-01-13,1294630,488,17799,6844,3426,6757,772,7,1,1,5,0
2023-01-14,1295078,448,17805,6846,3426,6760,773,6,2,0,3,1
2023-01-15,1295562,484,17812,6847,3426,6766,773,7,1,0,6,0
2023-01-16,1296217,655,17822,6848,3429,6772,773,10,1,3,6,0
2023-01-17,1296854,637,17831,6849,3433,6776,773,9,1,4,4,0
2023-01-18,1297409,555,17837,6849,3433,6781,774,6,0,0,5,1
2023-01-19,1297939,530,17840,6850,3433,6783,774,3,1,0,2,0
2023-01-20,1298392,453,17852,6851,3434,6793,774,12,1,1,10,0
2023-01-21,1298710,318,17856,6851,3436,6795,774,4,0,2,2,0
2023-01-22,1299048,338,17862,6852,3436,6800,774,6,1,0,5,0
2023-01-23,1299585,537,17871,6854,3437,6806,774,9,2,1,6,0
2023-01-24,1300115,530,17879,6856,3437,6812,774,8,2,0,6,0
2023-01-25,1300625,510,17883,6856,3438,6813,776,4,0,1,1,2
2023-01-26,1301045,420,17885,6856,3439,6814,776,2,0,1,1,0
2023-01-27,1301457,412,17889,6857,3440,6816,776,4,1,1,2,0
2023-01-28,1301773,316,17893,6858,3440,6819,776,4,1,0,3,0
2023-01-29,1302111,338,17898,6859,3440,6823,776,5,1,0,4,0
2023-01-30,1302641,530,17898,6859,3440,6823,776,0,0,0,0,0
2023-01-31,1303224,583,17899,6859,3440,6824,776,1,0,0,1,0
2023-02-01,1303764,540,17902,6859,3440,6827,776,3,0,0,3,0
2023-02-02,1304290,526,17903,6859,3440,6828,776,1,0,0,1,0
2023-02-03,1304698,408,17904,6859,3440,6829,776,1,0,0,1,0
2023-02-04,1304992,294,17908,6860,3440,6832,776,4,1,0,3,0
2023-02-05,1305378,386,17914,6860,3441,6837,776,6,0,1,5,0
2023-02-06,1305966,588,17915,6860,3442,6837,776,1,0,1,0,0
2023-02-07,1306583,617,17915,6860,3442,6837,776,0,0,0,0,0
2023-02-08,1307171,588,17917,6861,3442,6838,776,2,1,0,1,0
2023-02-09,1307707,536,17922,6861,3442,6843,776,5,0,0,5,0
2023-02-10,1308210,503,17924,6861,3442,6845,776,2,0,0,2,0
2023-02-11,1308613,403,17930,6861,3443,6849,777,6,0,1,4,1
2023-02-12,1308994,381,17936,6863,3443,6853,777,6,2,0,4,0
2023-02-13,1309583,589,17939,6863,3443,6856,777,3,0,0,3,0
2023-02-14,1310167,584,17946,6864,3445,6860,777,7,1,2,4,0
2023-02-15,1310721,554,17949,6864,3445,6862,778,3,0,0,2,1
2023-02-16,1311203,482,17957,6866,3446,6867,778,8,2,1,5,0
2023-02-17,1311620,417,17960,6866,3446,6870,778,3,0,0,3,0
2023-02-18,1312013,393,17965,6867,3446,6874,778,5,1,0,4,0
2023-02-19,1312378,365,17967,6868,3446,6875,778,2,1,0,1,0
2023-02-20,1312991,613,17968,6868,3446,6876,778,1,0,0,1,0
