Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
Date inconnue,0,0,0,0,0,0,0,105,12,20,68,5
2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-19,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-20,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,1,1,0,0,0,0,0,0,0,0,0,0
2020-03-07,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,3,2,0,0,0,0,0,0,0,0,0,0
2020-03-12,5,2,0,0,0,0,0,0,0,0,0,0
2020-03-13,6,1,0,0,0,0,0,0,0,0,0,0
2020-03-14,7,1,0,0,0,0,0,0,0,0,0,0
2020-03-15,9,2,0,0,0,0,0,0,0,0,0,0
2020-03-16,14,5,1,0,1,0,0,1,0,1,0,0
2020-03-17,18,4,2,0,1,1,0,1,0,0,1,0
2020-03-18,26,8,3,1,1,1,0,1,1,0,0,0
2020-03-19,74,48,4,1,2,1,0,1,0,1,0,0
2020-03-20,149,75,4,1,2,1,0,0,0,0,0,0
2020-03-21,288,139,5,1,3,1,0,1,0,1,0,0
2020-03-22,459,171,5,1,3,1,0,0,0,0,0,0
2020-03-23,717,258,8,2,3,3,0,3,1,0,2,0
2020-03-24,937,220,10,3,3,4,0,2,1,0,1,0
2020-03-25,1186,249,18,7,6,4,1,8,4,3,0,1
2020-03-26,1530,344,27,9,8,9,1,9,2,2,5,0
2020-03-27,1963,433,30,11,9,9,1,3,2,1,0,0
2020-03-28,2368,405,44,20,11,12,1,14,9,2,3,0
2020-03-29,2868,500,54,26,12,15,1,10,6,1,3,0
2020-03-30,3471,603,67,35,13,18,1,13,9,1,3,0
2020-03-31,4224,753,83,47,13,20,3,16,12,0,2,2
2020-04-01,4798,574,99,60,15,21,3,16,13,2,1,0
2020-04-02,5513,715,121,75,18,24,4,22,15,3,3,1
2020-04-03,6126,613,159,101,24,29,5,38,26,6,5,1
2020-04-04,6749,623,203,128,35,33,7,44,27,11,4,2
2020-04-05,7255,506,251,162,43,37,9,48,34,8,4,2
2020-04-06,7867,612,302,202,48,41,11,51,40,5,4,2
2020-04-07,8687,820,359,247,56,44,12,57,45,8,3,1
2020-04-08,9240,553,417,292,61,52,12,58,45,5,8,0
2020-04-09,10048,808,484,340,67,61,16,67,48,6,9,4
2020-04-10,10611,563,552,388,78,67,19,68,48,11,6,3
2020-04-11,11263,652,622,443,87,68,24,70,55,9,1,5
2020-04-12,12084,821,710,510,99,74,27,88,67,12,6,3
2020-04-13,12944,860,805,573,115,86,31,95,63,16,12,4
2020-04-14,13995,1051,896,635,130,97,34,91,62,15,11,3
2020-04-15,14879,884,996,706,146,107,37,100,71,16,10,3
2020-04-16,15741,862,1088,780,158,112,38,92,74,12,5,1
2020-04-17,16575,834,1177,841,171,123,42,89,61,13,11,4
2020-04-18,17262,687,1275,918,184,129,44,98,77,13,6,2
2020-04-19,17919,657,1401,1016,202,136,47,126,98,18,7,3
2020-04-20,18618,699,1504,1102,212,139,51,103,86,10,3,4
2020-04-21,19287,669,1619,1196,226,143,54,115,94,14,4,3
2020-04-22,20082,795,1737,1281,241,158,57,118,85,15,15,3
2020-04-23,20828,746,1853,1366,256,167,64,116,85,15,9,7
2020-04-24,21604,776,1967,1452,270,178,67,114,86,14,11,3
2020-04-25,22279,675,2092,1544,291,189,68,125,92,21,11,1
2020-04-26,22883,604,2201,1626,306,199,70,109,82,15,10,2
2020-04-27,23575,692,2319,1710,324,205,80,118,84,18,6,10
2020-04-28,24383,808,2457,1810,344,217,86,138,100,20,12,6
2020-04-29,25230,847,2610,1908,372,236,94,153,98,28,19,8
2020-04-30,26041,811,2730,1986,392,249,103,120,78,20,13,9
2020-05-01,26886,845,2867,2081,420,257,109,137,95,28,8,6
2020-05-02,27644,758,2983,2160,441,263,119,116,79,21,6,10
2020-05-03,28375,731,3080,2220,461,272,127,97,60,20,9,8
2020-05-04,28945,570,3191,2297,481,284,129,111,77,20,12,2
2020-05-05,29789,844,3291,2359,506,292,134,100,62,25,8,5
2020-05-06,30665,876,3386,2420,525,298,143,95,61,19,6,9
2020-05-07,31453,788,3480,2474,551,306,149,94,54,26,8,6
2020-05-08,32145,692,3570,2541,568,311,150,90,67,17,5,1
2020-05-09,32751,606,3667,2596,593,322,156,97,55,25,11,6
2020-05-10,33421,670,3760,2663,607,327,163,93,67,14,5,7
2020-05-11,33981,560,3857,2726,626,337,168,97,63,19,10,5
2020-05-12,34610,629,3939,2773,646,344,176,82,47,20,7,8
2020-05-13,35290,680,4005,2817,659,349,180,66,44,13,5,4
2020-05-14,36005,715,4091,2875,678,357,181,86,58,19,8,1
2020-05-15,36699,694,4175,2935,691,362,187,84,60,13,5,6
2020-05-16,37435,736,4254,2987,702,371,194,79,52,11,9,7
2020-05-17,38060,625,4320,3027,710,382,201,66,40,8,11,7
2020-05-18,38605,545,4389,3075,721,388,205,69,48,11,6,4
2020-05-19,39234,629,4447,3113,730,398,206,58,38,9,10,1
2020-05-20,39892,658,4519,3161,740,404,214,72,48,10,6,8
2020-05-21,40546,654,4578,3196,754,408,220,59,35,14,4,6
2020-05-22,41058,512,4647,3242,766,417,222,69,46,12,9,2
2020-05-23,41559,501,4712,3291,775,422,224,65,49,9,5,2
2020-05-24,42101,542,4776,3333,786,429,228,64,42,11,7,4
2020-05-25,42459,358,4835,3374,797,434,230,59,41,11,5,2
2020-05-26,42856,397,4900,3420,806,442,232,65,46,9,8,2
2020-05-27,43267,411,4959,3457,818,448,236,59,37,12,6,4
2020-05-28,43651,384,5037,3512,830,456,239,78,55,12,8,3
2020-05-29,44033,382,5097,3561,836,461,239,60,49,6,5,0
2020-05-30,44400,367,5138,3585,843,468,242,41,24,7,7,3
2020-05-31,44647,247,5173,3609,850,472,242,35,24,7,4,0
2020-06-01,44901,254,5211,3641,854,474,242,38,32,4,2,0
2020-06-02,45130,229,5245,3666,858,478,243,34,25,4,4,1
2020-06-03,45364,234,5280,3683,863,487,247,35,17,5,9,4
2020-06-04,45600,236,5296,3692,867,489,248,16,9,4,2,1
2020-06-05,45836,236,5325,3711,872,493,249,29,19,5,4,1
2020-06-06,46048,212,5351,3729,874,498,250,26,18,2,5,1
2020-06-07,46205,157,5373,3745,878,499,251,22,16,4,1,1
2020-06-08,46323,118,5390,3757,882,500,251,17,12,4,1,0
2020-06-09,46494,171,5409,3768,884,504,253,19,11,2,4,2
2020-06-10,46649,155,5428,3781,887,505,255,19,13,3,1,2
2020-06-11,46790,141,5449,3795,889,509,256,21,14,2,4,1
2020-06-12,46941,151,5468,3806,893,512,257,19,11,4,3,1
2020-06-13,47047,106,5485,3816,897,514,258,17,10,4,2,1
2020-06-14,47131,84,5496,3820,902,516,258,11,4,5,2,0
2020-06-15,47222,91,5513,3828,906,521,258,17,8,4,5,0
2020-06-16,47322,100,5522,3833,906,524,259,9,5,0,3,1
2020-06-17,47437,115,5531,3837,909,526,259,9,4,3,2,0
2020-06-18,47540,103,5537,3839,910,528,260,6,2,1,2,1
2020-06-19,47636,96,5550,3849,911,529,261,13,10,1,1,1
2020-06-20,47725,89,5554,3852,911,530,261,4,3,0,1,0
2020-06-21,47800,75,5564,3857,913,533,261,10,5,2,3,0
2020-06-22,47867,67,5572,3861,915,535,261,8,4,2,2,0
2020-06-23,47944,77,5585,3868,916,539,262,13,7,1,4,1
2020-06-24,48026,82,5600,3877,917,542,264,15,9,1,3,2
2020-06-25,48095,69,5607,3882,918,543,264,7,5,1,1,0
2020-06-26,48156,61,5610,3883,918,543,266,3,1,0,0,2
2020-06-27,48230,74,5614,3886,919,543,266,4,3,1,0,0
2020-06-28,48282,52,5619,3890,919,544,266,5,4,0,1,0
2020-06-29,48315,33,5630,3894,921,549,266,11,4,2,5,0
2020-06-30,48402,87,5637,3896,922,553,266,7,2,1,4,0
2020-07-01,48485,83,5643,3899,924,554,266,6,3,2,1,0
2020-07-02,48555,70,5651,3901,926,557,267,8,2,2,3,1
2020-07-03,48642,87,5656,3901,927,559,269,5,0,1,2,2
2020-07-04,48734,92,5660,3902,929,559,270,4,1,2,0,1
2020-07-05,48787,53,5663,3903,931,559,270,3,1,2,0,0
2020-07-06,48852,65,5671,3907,932,561,271,8,4,1,2,1
2020-07-07,48957,105,5673,3908,933,561,271,2,1,1,0,0
2020-07-08,49080,123,5678,3910,933,563,272,5,2,0,2,1
2020-07-09,49201,121,5682,3911,935,564,272,4,1,2,1,0
2020-07-10,49298,97,5686,3912,936,565,273,4,1,1,1,1
2020-07-11,49406,108,5689,3912,936,568,273,3,0,0,3,0
2020-07-12,49480,74,5689,3912,936,568,273,0,0,0,0,0
2020-07-13,49617,137,5692,3914,936,569,273,3,2,0,1,0
2020-07-14,49740,123,5693,3915,936,569,273,1,1,0,0,0
2020-07-15,49895,155,5698,3918,937,570,273,5,3,1,1,0
2020-07-16,50032,137,5702,3920,938,571,273,4,2,1,1,0
2020-07-17,50209,177,5704,3921,938,572,273,2,1,0,1,0
2020-07-18,50404,195,5705,3921,938,573,273,1,0,0,1,0
2020-07-19,50515,111,5706,3921,939,573,273,1,0,1,0,0
2020-07-20,50659,144,5707,3921,940,573,273,1,0,1,0,0
2020-07-21,50852,193,5709,3921,941,574,273,2,0,1,1,0
2020-07-22,51039,187,5713,3922,941,577,273,4,1,0,3,0
2020-07-23,51200,161,5714,3923,941,577,273,1,1,0,0,0
2020-07-24,51353,153,5715,3923,941,577,274,1,0,0,0,1
2020-07-25,51498,145,5716,3923,941,578,274,1,0,0,1,0
2020-07-26,51604,106,5716,3923,941,578,274,0,0,0,0,0
2020-07-27,51717,113,5718,3923,941,580,274,2,0,0,2,0
2020-07-28,51855,138,5719,3923,941,580,275,1,0,0,0,1
2020-07-29,52028,173,5719,3923,941,580,275,0,0,0,0,0
2020-07-30,52188,160,5723,3925,942,581,275,4,2,1,1,0
2020-07-31,52311,123,5724,3925,943,581,275,1,0,1,0,0
2020-08-01,52434,123,5726,3927,943,581,275,2,2,0,0,0
2020-08-02,52536,102,5728,3929,943,581,275,2,2,0,0,0
2020-08-03,52676,140,5728,3929,943,581,275,0,0,0,0,0
2020-08-04,52824,148,5728,3929,943,581,275,0,0,0,0,0
2020-08-05,52954,130,5731,3930,944,582,275,3,1,1,1,0
2020-08-06,53060,106,5734,3933,944,582,275,3,3,0,0,0
2020-08-07,53184,124,5735,3933,944,583,275,1,0,0,1,0
2020-08-08,53304,120,5737,3934,944,584,275,2,1,0,1,0
2020-08-09,53395,91,5739,3936,944,584,275,2,2,0,0,0
2020-08-10,53477,82,5741,3937,945,584,275,2,1,1,0,0
2020-08-11,53589,112,5744,3937,945,587,275,3,0,0,3,0
2020-08-12,53689,100,5747,3938,945,589,275,3,1,0,2,0
2020-08-13,53772,83,5748,3938,946,589,275,1,0,1,0,0
2020-08-14,53837,65,5750,3939,946,590,275,2,1,0,1,0
2020-08-15,53897,60,5753,3940,946,592,275,3,1,0,2,0
2020-08-16,53945,48,5757,3941,947,594,275,4,1,1,2,0
2020-08-17,53999,54,5759,3942,948,594,275,2,1,1,0,0
2020-08-18,54088,89,5760,3943,948,594,275,1,1,0,0,0
2020-08-19,54181,93,5763,3943,949,596,275,3,0,1,2,0
2020-08-20,54288,107,5765,3944,949,596,276,2,1,0,0,1
2020-08-21,54390,102,5769,3944,950,597,278,4,0,1,1,2
2020-08-22,54479,89,5769,3944,950,597,278,0,0,0,0,0
2020-08-23,54526,47,5772,3945,950,598,279,3,1,0,1,1
2020-08-24,54580,54,5774,3946,951,598,279,2,1,1,0,0
2020-08-25,54706,126,5774,3946,951,598,279,0,0,0,0,0
2020-08-26,54838,132,5775,3947,951,598,279,1,1,0,0,0
2020-08-27,54942,104,5775,3947,951,598,279,0,0,0,0,0
2020-08-28,55073,131,5781,3949,951,601,280,6,2,0,3,1
2020-08-29,55193,120,5783,3949,952,602,280,2,0,1,1,0
2020-08-30,55312,119,5784,3950,952,602,280,1,1,0,0,0
2020-08-31,55445,133,5785,3950,953,602,280,1,0,1,0,0
2020-09-01,55631,186,5785,3950,953,602,280,0,0,0,0,0
2020-09-02,55799,168,5786,3951,953,602,280,1,1,0,0,0
2020-09-03,56017,218,5788,3952,954,602,280,2,1,1,0,0
2020-09-04,56220,203,5788,3952,954,602,280,0,0,0,0,0
2020-09-05,56440,220,5789,3952,954,603,280,1,0,0,1,0
2020-09-06,56633,193,5789,3952,954,603,280,0,0,0,0,0
2020-09-07,56784,151,5791,3952,955,604,280,2,0,1,1,0
2020-09-08,56992,208,5791,3952,955,604,280,0,0,0,0,0
2020-09-09,57241,249,5795,3952,957,605,281,4,0,2,1,1
2020-09-10,57486,245,5796,3953,957,605,281,1,1,0,0,0
2020-09-11,57832,346,5796,3953,957,605,281,0,0,0,0,0
2020-09-12,58163,331,5798,3953,958,605,282,2,0,1,0,1
2020-09-13,58449,286,5801,3954,959,605,283,3,1,1,0,1
2020-09-14,58702,253,5805,3954,962,605,284,4,0,3,0,1
2020-09-15,59027,325,5808,3955,964,605,284,3,1,2,0,0
2020-09-16,59352,325,5811,3956,964,607,284,3,1,0,2,0
2020-09-17,59714,362,5814,3957,965,607,285,3,1,1,0,1
2020-09-18,60210,496,5821,3959,968,609,285,7,2,3,2,0
2020-09-19,60660,450,5827,3960,971,610,286,6,1,3,1,1
2020-09-20,61162,502,5829,3960,973,610,286,2,0,2,0,0
2020-09-21,61672,510,5831,3960,973,611,287,2,0,0,1,1
2020-09-22,62208,536,5834,3960,973,612,289,3,0,0,1,2
2020-09-23,62869,661,5838,3963,973,613,289,4,3,0,1,0
2020-09-24,63607,738,5844,3966,975,613,290,6,3,2,0,1
2020-09-25,64397,790,5846,3966,976,614,290,2,0,1,1,0
2020-09-26,65273,876,5853,3968,978,615,292,7,2,2,1,2
2020-09-27,66195,922,5857,3972,978,615,292,4,4,0,0,0
2020-09-28,67065,870,5865,3975,982,616,292,8,3,4,1,0
2020-09-29,68040,975,5874,3982,983,617,292,9,7,1,1,0
2020-09-30,69110,1070,5887,3985,989,621,292,13,3,6,4,0
2020-10-01,70225,1115,5897,3989,991,625,292,10,4,2,4,0
2020-10-02,71531,1306,5904,3993,994,625,292,7,4,3,0,0
2020-10-03,72571,1040,5913,3997,996,627,293,9,4,2,2,1
2020-10-04,73493,922,5923,4003,997,630,293,10,6,1,3,0
2020-10-05,74300,807,5931,4003,1000,634,294,8,0,3,4,1
2020-10-06,75396,1096,5943,4008,1004,637,294,12,5,4,3,0
2020-10-07,76393,997,5958,4013,1005,646,294,15,5,1,9,0
2020-10-08,77495,1102,5970,4018,1007,649,296,12,5,2,3,2
2020-10-09,78557,1062,5977,4021,1009,651,296,7,3,2,2,0
2020-10-10,79522,965,5995,4026,1015,657,297,18,5,6,6,1
2020-10-11,80504,982,6007,4031,1018,661,297,12,5,3,4,0
2020-10-12,81200,696,6017,4033,1019,666,299,10,2,1,5,2
2020-10-13,82226,1026,6027,4040,1021,667,299,10,7,2,1,0
2020-10-14,83406,1180,6047,4050,1025,672,300,20,10,4,5,1
2020-10-15,84580,1174,6057,4056,1027,673,301,10,6,2,1,1
2020-10-16,85831,1251,6077,4066,1030,677,304,20,10,3,4,3
2020-10-17,86727,896,6084,4067,1032,681,304,7,1,2,4,0
2020-10-18,87523,796,6096,4073,1035,684,304,12,6,3,3,0
2020-10-19,88405,882,6117,4082,1039,690,306,21,9,4,6,2
2020-10-20,89468,1063,6130,4086,1044,694,306,13,4,5,4,0
2020-10-21,90441,973,6153,4091,1048,708,306,23,5,4,14,0
2020-10-22,91362,921,6173,4096,1053,717,307,20,5,5,9,1
2020-10-23,92390,1028,6188,4105,1055,721,307,15,9,2,4,0
2020-10-24,93286,896,6208,4111,1061,729,307,20,6,6,8,0
2020-10-25,94181,895,6225,4116,1065,736,308,17,5,4,7,1
2020-10-26,94899,718,6244,4118,1067,750,309,19,2,2,14,1
2020-10-27,95971,1072,6263,4125,1072,755,311,19,7,5,5,2
2020-10-28,96901,930,6287,4132,1079,764,312,24,7,7,9,1
2020-10-29,97917,1016,6306,4142,1083,768,313,19,10,4,4,1
2020-10-30,98892,975,6334,4155,1085,779,315,28,13,2,11,2
2020-10-31,99959,1067,6365,4171,1090,788,316,31,16,5,9,1
2020-11-01,100873,914,6385,4182,1092,793,318,20,11,2,5,2
2020-11-02,101702,829,6399,4186,1095,799,319,14,4,3,6,1
2020-11-03,102769,1067,6421,4194,1100,806,321,22,8,5,7,2
2020-11-04,103911,1142,6445,4204,1111,809,321,24,10,11,3,0
2020-11-05,105248,1337,6465,4216,1114,814,321,20,12,3,5,0
2020-11-06,106510,1262,6492,4231,1118,821,322,27,15,4,7,1
2020-11-07,107783,1273,6515,4243,1123,827,322,23,12,5,6,0
2020-11-08,109000,1217,6544,4262,1130,830,322,29,19,7,3,0
2020-11-09,110301,1301,6576,4270,1140,839,327,32,8,10,9,5
2020-11-10,111567,1266,6610,4287,1146,848,329,34,17,6,9,2
2020-11-11,112828,1261,6641,4301,1156,854,330,31,14,10,6,1
2020-11-12,114224,1396,6676,4327,1158,859,332,35,26,2,5,2
2020-11-13,115640,1416,6696,4338,1161,863,334,20,11,3,4,2
2020-11-14,116778,1138,6722,4353,1166,866,337,26,15,5,3,3
2020-11-15,117888,1110,6748,4372,1171,866,339,26,19,5,0,2
2020-11-16,118921,1033,6773,4386,1177,871,339,25,14,6,5,0
2020-11-17,120185,1264,6809,4408,1182,877,342,36,22,5,6,3
2020-11-18,121433,1248,6846,4421,1196,884,345,37,13,14,7,3
2020-11-19,122617,1184,6876,4430,1204,896,346,30,9,8,12,1
2020-11-20,123762,1145,6903,4443,1214,897,349,27,13,10,1,3
2020-11-21,124853,1091,6931,4452,1222,907,350,28,9,8,10,1
2020-11-22,126128,1275,6965,4464,1232,918,351,34,12,10,11,1
2020-11-23,127115,987,6990,4472,1241,924,353,25,8,9,6,2
2020-11-24,128393,1278,7030,4495,1248,932,355,40,23,7,8,2
2020-11-25,129823,1430,7061,4500,1259,942,360,31,5,11,10,5
2020-11-26,131197,1374,7090,4514,1265,948,363,29,14,6,6,3
2020-11-27,132612,1415,7117,4524,1276,953,364,27,10,11,5,1
2020-11-28,133885,1273,7148,4540,1283,958,367,31,16,7,5,3
2020-11-29,135132,1247,7181,4548,1299,966,368,33,8,16,8,1
2020-11-30,136543,1411,7213,4565,1309,971,368,32,17,10,5,0
2020-12-01,138131,1588,7237,4572,1315,981,369,24,7,6,10,1
2020-12-02,139738,1607,7274,4592,1324,987,371,37,20,9,6,2
2020-12-03,141449,1711,7313,4609,1334,998,372,39,17,10,11,1
2020-12-04,143043,1594,7350,4618,1350,1009,373,37,9,16,11,1
2020-12-05,144746,1703,7386,4636,1359,1017,374,36,18,9,8,1
2020-12-06,146245,1499,7415,4652,1367,1019,377,29,16,8,2,3
2020-12-07,147740,1495,7450,4670,1376,1026,378,35,18,9,7,1
2020-12-08,149490,1750,7495,4688,1389,1039,379,45,18,13,13,1
2020-12-09,151288,1798,7527,4704,1400,1042,381,32,16,11,3,2
2020-12-10,153109,1821,7559,4716,1409,1053,381,32,12,9,11,0
2020-12-11,155115,2006,7605,4734,1419,1066,386,46,18,10,13,5
2020-12-12,156983,1868,7648,4747,1433,1078,390,43,13,14,12,4
2020-12-13,158669,1686,7682,4762,1439,1088,393,34,15,6,10,3
2020-12-14,160554,1885,7729,4780,1449,1104,396,47,18,10,16,3
2020-12-15,162422,1868,7771,4793,1464,1118,396,42,13,15,14,0
2020-12-16,164548,2126,7803,4808,1470,1128,397,32,15,6,10,1
2020-12-17,166742,2194,7856,4829,1486,1141,400,53,21,16,13,3
2020-12-18,168771,2029,7893,4844,1496,1151,402,37,15,10,10,2
2020-12-19,170937,2166,7927,4855,1505,1165,402,34,11,9,14,0
2020-12-20,172933,1996,7966,4868,1515,1180,403,39,13,10,15,1
2020-12-21,174937,2004,8005,4883,1528,1190,404,39,15,13,10,1
2020-12-22,177145,2208,8067,4907,1544,1208,408,62,24,16,18,4
2020-12-23,179522,2377,8118,4932,1556,1219,411,51,25,12,11,3
2020-12-24,181939,2417,8160,4951,1568,1229,412,42,19,12,10,1
2020-12-25,184262,2323,8207,4965,1588,1239,415,47,14,20,10,3
2020-12-26,186322,2060,8257,4986,1601,1253,417,50,21,13,14,2
2020-12-27,188562,2240,8306,5004,1615,1266,421,49,18,14,13,4
2020-12-28,190711,2149,8353,5021,1629,1280,423,47,17,14,14,2
2020-12-29,193816,3105,8402,5037,1640,1297,428,49,16,11,17,5
2020-12-30,196825,3009,8463,5060,1658,1315,430,61,23,18,18,2
2020-12-31,199381,2556,8504,5069,1668,1336,431,41,9,10,21,1
2021-01-01,201811,2430,8538,5081,1679,1343,435,34,12,11,7,4
2021-01-02,204100,2289,8590,5099,1695,1357,439,52,18,16,14,4
2021-01-03,206443,2343,8634,5114,1705,1374,441,44,15,10,17,2
2021-01-04,208957,2514,8689,5132,1722,1392,443,55,18,17,18,2
2021-01-05,211594,2637,8741,5153,1736,1406,446,52,21,14,14,3
2021-01-06,214247,2653,8796,5167,1754,1426,449,55,14,18,20,3
2021-01-07,217046,2799,8849,5183,1767,1448,451,53,16,13,22,2
2021-01-08,219572,2526,8897,5199,1783,1460,455,48,16,16,12,4
2021-01-09,221558,1986,8947,5213,1798,1476,460,50,14,15,16,5
2021-01-10,223800,2242,8990,5227,1807,1494,462,43,14,9,18,2
2021-01-11,225642,1842,9040,5245,1819,1511,465,50,18,12,17,3
2021-01-12,227809,2167,9091,5262,1832,1529,468,51,17,13,18,3
2021-01-13,229862,2053,9160,5283,1851,1556,470,69,21,19,27,2
2021-01-14,231828,1966,9221,5310,1870,1569,472,61,27,19,13,2
2021-01-15,233837,2009,9271,5327,1885,1586,473,50,17,15,17,1
2021-01-16,235619,1782,9323,5347,1898,1604,474,52,20,13,18,1
2021-01-17,236995,1376,9369,5365,1905,1621,478,46,18,7,17,4
2021-01-18,238372,1377,9425,5384,1925,1637,479,56,19,20,16,1
2021-01-19,239950,1578,9477,5401,1936,1658,482,52,17,11,21,3
2021-01-20,241564,1614,9540,5421,1957,1672,490,63,20,21,14,8
2021-01-21,243240,1676,9590,5435,1974,1687,494,50,14,17,15,4
2021-01-22,244740,1500,9652,5455,1987,1711,499,62,20,13,24,5
2021-01-23,246130,1390,9706,5474,2001,1728,503,54,19,14,17,4
2021-01-24,247278,1148,9765,5490,2016,1752,507,59,16,15,24,4
2021-01-25,248456,1178,9793,5499,2025,1761,508,28,9,9,9,1
2021-01-26,249809,1353,9837,5514,2037,1774,512,44,15,12,13,4
2021-01-27,251077,1268,9883,5533,2054,1784,512,46,19,17,10,0
2021-01-28,252391,1314,9920,5545,2065,1797,513,37,12,11,13,1
2021-01-29,253671,1280,9959,5556,2073,1815,515,39,11,8,18,2
2021-01-30,254884,1213,9986,5566,2075,1827,518,27,10,2,12,3
2021-01-31,255802,918,10022,5578,2083,1842,519,36,12,8,15,1
2021-02-01,256692,890,10045,5582,2088,1851,524,23,4,5,9,5
2021-02-02,257872,1180,10078,5588,2101,1864,525,33,6,13,13,1
2021-02-03,258980,1108,10114,5601,2106,1879,528,36,13,5,15,3
2021-02-04,259987,1007,10149,5607,2116,1895,531,35,6,10,16,3
2021-02-05,261222,1235,10176,5611,2125,1907,533,27,4,9,12,2
2021-02-06,262302,1080,10201,5617,2134,1915,535,25,6,9,8,2
2021-02-07,263123,821,10228,5623,2140,1927,538,27,6,6,12,3
2021-02-08,263874,751,10246,5625,2146,1936,539,18,2,6,9,1
2021-02-09,264805,931,10274,5630,2157,1948,539,28,5,11,12,0
2021-02-10,265959,1154,10296,5635,2161,1959,541,22,5,4,11,2
2021-02-11,266932,973,10318,5638,2167,1971,542,22,3,6,12,1
2021-02-12,267968,1036,10337,5641,2176,1977,543,19,3,9,6,1
2021-02-13,268784,816,10351,5646,2177,1985,543,14,5,1,8,0
2021-02-14,269501,717,10369,5652,2182,1992,543,18,6,5,7,0
2021-02-15,270169,668,10384,5654,2185,2001,544,15,2,3,9,1
2021-02-16,270977,808,10393,5656,2187,2006,544,9,2,2,5,0
2021-02-17,271768,791,10408,5657,2192,2014,545,15,1,5,8,1
2021-02-18,272627,859,10419,5657,2193,2024,545,11,0,1,10,0
2021-02-19,273383,756,10434,5658,2197,2033,546,15,1,4,9,1
2021-02-20,274136,753,10449,5659,2199,2044,547,15,1,2,11,1
2021-02-21,274930,794,10461,5660,2203,2051,547,12,1,4,7,0
2021-02-22,275550,620,10469,5660,2205,2057,547,8,0,2,6,0
2021-02-23,276358,808,10483,5660,2212,2063,548,14,0,7,6,1
2021-02-24,277200,842,10496,5662,2214,2071,549,13,2,2,8,1
2021-02-25,277974,774,10501,5664,2214,2074,549,5,2,0,3,0
2021-02-26,278852,878,10511,5666,2216,2080,549,10,2,2,6,0
